n,prevalencia_risco,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,recall,f1,f2,brier,taxa_alertas,verdadeiros_negativos,falsos_positivos,falsos_negativos,verdadeiros_positivos,modelo,ponto_operacao,limiar
33032,0.3973722450956648,0.6614222990061518,0.5423066099875739,0.46948413659481714,0.5513071040778754,0.4250409053722389,0.9499466707298492,0.5873015873015873,0.7617913000977518,0.22506769567968238,0.8881085008476629,3039,16867,657,12469,regressao_logistica_c0_3,triagem_alta_sensibilidade,0.22999999999999998
33032,0.3973722450956648,0.6614222990061518,0.5423066099875739,0.6284209251634778,0.6054609491059296,0.5351891623988105,0.4936004875818985,0.5135542168674698,0.5013929732239591,0.22506769567968238,0.366493097602325,14279,5627,6647,6479,regressao_logistica_c0_3,uso_equilibrado_recomendado,0.5149999999999999
