id_municipio,risco_observado,risco_previsto,codigo_uf,regiao,meta_alfabetizacao_2025,taxa_alfabetizacao_anterior,n_estudantes_teste,taxa_alfabetizacao_prevista,risco_ic95_inferior,risco_ic95_superior,deficit_para_meta_pp,amostra_suficiente,nome_municipio
2803500,0.6333333333333333,0.6646462593824644,28,Nordeste,49.32,35.6,60,33.535374061753565,0.5451849402468779,0.7841075785180508,15.784625938246435,True,Lagarto
1505700,0.4838709677419355,0.6636086125562956,15,Norte,51.69,38.7,31,33.63913874437044,0.497285093411589,0.8299321317010021,18.050861255629556,True,Ponta de Pedras
4309407,0.3125,0.6635511991127235,43,Sul,55.09,,16,33.644880088727646,0.4320289186189522,0.8950734796064949,21.445119911272357,False,Guaporé
2926400,0.5294117647058824,0.6618791154193543,29,Nordeste,54.24,42.15,17,33.81208845806457,0.4369959489046181,0.8867622819340905,20.42791154193543,False,Riacho de Santana
2403608,0.7169811320754716,0.6617319839978927,24,Nordeste,58.39,48.0,53,33.82680160021073,0.5343553794566149,0.7891085885391704,24.56319839978927,True,Extremoz
4320859,1.0,0.6614622866623242,43,Sul,66.3,59.69,6,33.85377133376758,0.28281354463497876,1.0,32.446228666232415,False,Tabaí
4309126,1.0,0.6598324170199686,43,Sul,45.15,,2,34.01675829800313,0.0032271536079846452,1.0,11.133241701996866,False,Gramado dos Loureiros
1720200,0.75,0.6597343673238457,17,Norte,42.19,26.98,12,34.02656326761543,0.39165768140942125,0.9278110532382702,8.163436732384568,False,São Miguel do Tocantins
1721307,0.3333333333333333,0.6592495671952161,17,Norte,40.4,25.0,3,34.07504328047839,0.12291155416692667,1.0,6.324956719521609,False,Tupiratins
2700706,0.1,0.6579621673572104,27,Nordeste,47.38,33.15,10,34.20378326427896,0.3639308392862487,0.951993495428172,13.176216735721042,False,Batalha
3135209,0.6363636363636364,0.6555590419257056,31,Sudeste,35.71,20.14,11,34.44409580742944,0.3747422788609624,0.9363758049904487,1.2659041925705594,False,Januária
2900355,0.4444444444444444,0.6554486192479612,29,Nordeste,56.06,44.68,9,34.455138075203884,0.3449703988676683,0.9659268396282541,21.60486192479612,False,Adustina
2703908,0.5,0.6553324936171104,27,Nordeste,48.53,34.6,10,34.46675063828896,0.360763457568721,0.9499015296654998,14.063249361711044,False,Jundiá
2907558,0.5,0.6545854659218255,29,Nordeste,57.64,46.92,4,34.54145340781744,0.1885922881711281,1.0,23.098546592182558,False,Caturama
2708709,0.5714285714285714,0.654001636126127,27,Nordeste,48.46,34.51,14,34.59983638738729,0.4048185883043729,0.9031846839478812,13.860163612612709,False,São Miguel dos Milagres
