id_municipio,taxa_alfabetizacao_anterior,media_portugues_anterior,percentual_participacao_anterior,total_alunos_avaliados_anterior,populacao_anterior,pib_per_capita_anterior,meta_alfabetizacao_2025,cluster,silhouette_global
1100015,64.55,758.3304,89.37,227.0,21494.0,48680.701591141726,69.51,0,0.33899545632891714
1100023,62.3,757.0999,89.79,1222.0,96833.0,45271.91143515124,68.02,0,0.33899545632891714
1100031,69.1,767.8763,90.48,76.0,5351.0,56219.77200523266,72.53,0,0.33899545632891714
1100049,62.51,755.5645,84.44,613.0,86887.0,44292.794088874056,68.16,0,0.33899545632891714
1100056,58.53,746.4629,92.12,222.0,15890.0,63334.738829452486,65.53,0,0.33899545632891714
1100064,62.85,756.9294,86.98,147.0,15663.0,37087.33959011684,68.39,0,0.33899545632891714
1100072,58.2,747.8918,92.25,119.0,7519.0,67770.44819789866,65.31,0,0.33899545632891714
1100080,80.68,784.9056,91.06,214.0,12627.0,32782.3711095272,80.0,0,0.33899545632891714
1100098,85.33,790.8992,93.39,339.0,29414.0,34812.43625484463,80.0,0,0.33899545632891714
1100106,41.76,730.6418,94.52,431.0,39387.0,29071.368725721684,53.95,1,0.33899545632891714
1100114,62.82,755.1313,91.91,625.0,50591.0,49723.42906841138,68.37,0,0.33899545632891714
1100122,81.83,781.0863,87.62,814.0,124333.0,46845.744894758434,80.0,0,0.33899545632891714
1100130,51.4,742.3103,87.8,432.0,30707.0,34383.23509297554,60.73,1,0.33899545632891714
1100148,74.81,767.5966,93.91,216.0,15679.0,46683.58951463741,76.38,0,0.33899545632891714
1100155,72.39,765.5136,86.49,384.0,35044.0,36396.50154091999,74.74,0,0.33899545632891714
1100189,69.73,762.4062,90.35,440.0,35079.0,60558.73884660338,72.95,0,0.33899545632891714
1100205,65.06,761.5118,86.11,5417.0,460434.0,55170.10689914297,69.85,0,0.33899545632891714
1100254,62.41,754.2629,89.19,132.0,19327.0,40165.623221400114,68.1,0,0.33899545632891714
1100262,83.84,780.9739,79.03,49.0,3471.0,76392.97032555459,80.0,0,0.33899545632891714
1100288,68.81,760.7296,90.94,602.0,56406.0,40556.51881005567,72.34,0,0.33899545632891714
1100296,76.11,761.7071,97.87,92.0,7419.0,39343.172934357724,77.27,0,0.33899545632891714
1100304,65.62,760.7163,85.9,1054.0,95832.0,53382.847065698305,70.22,0,0.33899545632891714
1100320,67.75,761.7789,92.24,226.0,20746.0,74674.2504579196,71.63,0,0.33899545632891714
1100338,63.02,754.3625,87.07,384.0,25444.0,41682.36126395221,68.5,0,0.33899545632891714
1100346,29.2,720.6329,88.42,84.0,13117.0,37098.87931691698,44.11,1,0.33899545632891714
1100379,69.52,765.8156,90.53,172.0,11479.0,50102.709295234774,72.81,0,0.33899545632891714
1100403,61.53,760.2893,83.65,133.0,16320.0,40926.654411764706,67.51,0,0.33899545632891714
1100452,49.82,741.7757,88.01,433.0,27992.0,43619.89139754215,59.65,1,0.33899545632891714
1100502,72.53,766.0655,91.15,103.0,7667.0,43296.987087517926,74.83,0,0.33899545632891714
1100601,54.63,738.6521,89.29,75.0,4150.0,57587.71084337348,62.92,1,0.33899545632891714
1100700,59.32,751.27,89.82,150.0,8844.0,51475.689733152416,66.05,0,0.33899545632891714
1100809,48.96,744.0355,85.83,327.0,22310.0,44895.11429852084,59.06,1,0.33899545632891714
1100908,70.14,772.4724,96.67,58.0,3233.0,42868.54314877822,73.22,0,0.33899545632891714
1100924,80.72,783.8009,86.17,162.0,9324.0,72285.49978549978,80.0,0,0.33899545632891714
1100940,77.47,771.8271,92.5,259.0,14863.0,39167.59738949068,78.22,0,0.33899545632891714
1101005,65.11,757.8076,90.65,126.0,8001.0,40010.373703287085,69.88,0,0.33899545632891714
1101104,98.79,817.1203,88.34,144.0,8548.0,39794.33785680861,80.0,0,0.33899545632891714
1101203,72.5,785.6432,95.7,89.0,6466.0,68091.86514073616,74.81,0,0.33899545632891714
1101302,59.21,753.8327,86.36,152.0,9235.0,41167.19003789929,65.98,0,0.33899545632891714
1101401,72.19,764.7564,90.53,220.0,11548.0,45634.741946657436,74.6,0,0.33899545632891714
1101435,60.65,752.4314,90.0,81.0,6200.0,31218.870967741936,66.93,0,0.33899545632891714
1101450,61.04,750.4609,82.09,55.0,4125.0,48850.90909090909,67.19,1,0.33899545632891714
1101468,54.77,747.11,92.5,37.0,2156.0,164742.5788497217,63.01,0,0.33899545632891714
1101476,86.09,787.0699,96.23,51.0,3076.0,42650.52015604681,80.0,0,0.33899545632891714
1101484,53.34,748.6658,90.48,76.0,5258.0,33835.29859262077,62.05,1,0.33899545632891714
1101492,65.79,757.1689,89.49,247.0,16286.0,43989.37737934423,70.33,0,0.33899545632891714
1101500,63.02,752.9469,90.77,177.0,12060.0,37064.427860696516,68.5,0,0.33899545632891714
1101559,71.95,762.7594,87.18,68.0,4256.0,36754.229323308275,74.44,0,0.33899545632891714
1101609,50.7,745.6802,95.0,95.0,8113.0,37933.44015777148,60.25,1,0.33899545632891714
1101708,70.92,763.2905,86.88,139.0,10725.0,34518.78787878787,73.75,0,0.33899545632891714
1101757,36.95,724.8829,80.88,110.0,7788.0,33039.41961992809,50.36,1,0.33899545632891714
1101807,55.69,752.3724,83.15,74.0,6479.0,34756.44389566291,63.63,1,0.33899545632891714
1200013,,,,,14021.0,35850.72391412881,63.6,0,0.33899545632891714
1200054,,,,,8100.0,23131.604938271605,55.08,1,0.33899545632891714
1200104,,,,,26000.0,35761.53846153846,53.01,1,0.33899545632891714
1200138,,,,,12917.0,28289.773167144074,35.2,1,0.33899545632891714
1200179,,,,,10392.0,51063.99153194765,42.9,1,0.33899545632891714
1200203,,,,,91888.0,29167.497388124673,49.2,1,0.33899545632891714
1200252,,,,,18757.0,42300.31454923495,57.62,1,0.33899545632891714
1200302,,,,,35426.0,20926.55112064585,58.48,1,0.33899545632891714
1200328,,,,,9222.0,16335.718932986338,28.13,1,0.33899545632891714
1200336,,,,,19294.0,17581.838913651914,45.65,1,0.33899545632891714
1200344,,,,,11996.0,21891.79726575525,49.47,1,0.33899545632891714
1200351,,,,,17093.0,16851.63517229275,66.11,0,0.33899545632891714
1200385,,,,,16560.0,46184.66183574879,41.81,1,0.33899545632891714
1200393,,,,,10735.0,18678.341872380068,47.15,1,0.33899545632891714
1200401,,,,,364756.0,35533.249624406446,60.34,1,0.33899545632891714
1200427,,,,,14938.0,19657.58468335788,46.4,1,0.33899545632891714
1200435,,,,,6723.0,18454.558976647328,23.62,1,0.33899545632891714
1200450,,,,,21454.0,51823.48280041017,50.47,1,0.33899545632891714
1200500,,,,,41343.0,23526.30433205137,67.71,0,0.33899545632891714
1200609,,,,,43467.0,21443.3938390043,51.74,1,0.33899545632891714
1200708,,,,,18243.0,34315.95680535,57.32,1,0.33899545632891714
1200807,,,,,16693.0,31952.674773857307,47.06,1,0.33899545632891714
1300029,39.91,724.8519,83.33,160.0,15866.0,15289.549981091644,52.59,1,0.33899545632891714
1300060,62.67,746.1744,85.53,195.0,10819.0,12453.276642942972,68.27,0,0.33899545632891714
1300086,33.26,724.327,70.0,77.0,9962.0,15528.4079502108,47.47,1,0.33899545632891714
1300102,75.99,755.9743,93.27,194.0,17194.0,17283.412818425033,77.19,0,0.33899545632891714
1300144,56.79,739.7802,79.19,137.0,20647.0,18701.651571656897,64.37,1,0.33899545632891714
1300201,54.2,738.6448,74.13,212.0,15314.0,13501.958991772235,62.63,1,0.33899545632891714
1300300,44.6,730.1448,,381.0,41564.0,14074.439418727745,,1,0.33899545632891714
1300409,48.61,732.1936,75.73,181.0,18834.0,12854.412233195284,58.82,1,0.33899545632891714
1300508,29.7,713.1795,83.43,297.0,31051.0,12819.812566422983,44.54,1,0.33899545632891714
1300607,38.02,732.5226,,429.0,37648.0,12469.321079473011,42.28,1,0.33899545632891714
1300631,91.72,781.8371,,181.0,20718.0,12651.848634038037,,0,0.33899545632891714
1300680,26.16,711.5984,87.59,120.0,23785.0,10249.274752995587,41.46,1,0.33899545632891714
1300706,59.09,740.8025,81.59,195.0,35447.0,18668.2935086185,65.9,1,0.33899545632891714
1300805,28.35,715.9903,87.85,188.0,33080.0,13170.616686819832,43.38,1,0.33899545632891714
1300839,30.2,718.374,,82.0,13469.0,16267.874378201797,30.23,1,0.33899545632891714
1300904,49.75,734.5479,,130.0,16869.0,12344.952279328945,,1,0.33899545632891714
1301001,47.38,728.1047,79.79,233.0,28742.0,15076.264699742535,57.96,1,0.33899545632891714
1301100,20.71,696.5424,,107.0,30792.0,14181.6705637828,,1,0.33899545632891714
1301159,38.04,722.1144,73.72,101.0,19637.0,21334.1141722259,51.19,1,0.33899545632891714
1301209,38.77,726.3052,83.17,524.0,70616.0,55138.76458592954,51.74,1,0.33899545632891714
1301308,43.66,730.7222,86.45,217.0,23549.0,27080.25818506094,55.33,1,0.33899545632891714
1301407,19.19,704.2083,,217.0,33170.0,20610.18993066024,,1,0.33899545632891714
1301506,56.52,741.1048,,104.0,17186.0,13739.32270452694,27.7,1,0.33899545632891714
1301605,26.88,719.7209,,287.0,25871.0,12536.392099261722,,1,0.33899545632891714
1301654,61.86,745.9459,86.19,181.0,13815.0,13365.617082880928,67.73,0,0.33899545632891714
1301704,50.25,733.9155,87.92,604.0,57473.0,16113.044386059539,59.95,1,0.33899545632891714
1301803,40.83,732.0514,,179.0,24311.0,10194.726666940891,66.47,1,0.33899545632891714
1301852,45.23,730.1307,70.07,632.0,61163.0,20657.848699377075,56.45,1,0.33899545632891714
1301902,46.31,731.9141,79.35,980.0,103598.0,32065.638332786348,57.21,1,0.33899545632891714
1301951,70.62,753.9895,76.92,120.0,10937.0,14791.71619274024,73.55,0,0.33899545632891714
1302009,26.96,714.0883,,85.0,10162.0,19342.353867348946,,1,0.33899545632891714
1302108,77.3,764.1354,74.49,146.0,8858.0,16407.428313389028,78.1,0,0.33899545632891714
1302207,40.6,722.0517,95.4,83.0,10742.0,13773.040402159748,53.1,1,0.33899545632891714
1302306,36.64,724.1944,72.75,291.0,25172.0,15674.16176704275,50.12,1,0.33899545632891714
1302405,64.34,748.477,78.27,317.0,45448.0,16347.95810596726,69.37,1,0.33899545632891714
1302504,43.99,730.6258,87.06,1070.0,101883.0,18819.75403158525,55.57,1,0.33899545632891714
1302553,47.0,734.0218,70.0,126.0,17107.0,17767.40515578418,57.7,1,0.33899545632891714
1302603,52.2,736.11,71.33,18951.0,2063689.0,61855.151139537,61.28,2,0.33899545632891714
1302702,51.77,735.1832,81.19,315.0,53914.0,17183.106428756906,60.98,1,0.33899545632891714
1302801,20.95,704.7891,83.96,89.0,15529.0,13051.70970442398,36.53,1,0.33899545632891714
1302900,53.17,731.0744,78.48,383.0,61204.0,11370.286255800274,61.93,1,0.33899545632891714
1303007,64.67,748.5036,89.66,104.0,20136.0,11905.591974572904,69.59,0,0.33899545632891714
1303106,51.39,737.4102,76.11,223.0,27062.0,13106.680954844433,60.73,1,0.33899545632891714
1303205,75.88,763.833,82.47,207.0,15761.0,15437.852928113702,77.11,0,0.33899545632891714
1303304,83.98,758.5887,84.25,123.0,23818.0,13088.294567134099,80.0,0,0.33899545632891714
1303403,51.88,735.3353,84.63,804.0,96372.0,17193.26152824472,61.06,1,0.33899545632891714
1303502,38.95,725.8898,75.28,204.0,19373.0,12276.828575852993,51.88,1,0.33899545632891714
1303536,34.17,714.1336,70.38,506.0,30668.0,23813.19290465632,48.19,1,0.33899545632891714
1303569,35.31,720.2461,71.03,331.0,24936.0,19885.226179018286,49.09,1,0.33899545632891714
1303601,26.71,720.0648,73.91,51.0,14164.0,13969.005930528101,41.95,1,0.33899545632891714
1303700,59.68,742.7835,84.93,513.0,28211.0,12558.115628655489,66.29,1,0.33899545632891714
1303809,36.49,722.9199,78.83,242.0,51795.0,11283.116130900666,50.01,1,0.33899545632891714
1303908,33.12,717.8585,79.22,526.0,32967.0,10871.477538144205,47.36,1,0.33899545632891714
1303957,51.77,739.5305,87.41,118.0,11670.0,12469.151670951156,60.98,1,0.33899545632891714
1304005,35.75,711.932,,106.0,11559.0,37566.83104074747,46.24,1,0.33899545632891714
1304062,41.53,727.8335,77.64,1045.0,66764.0,12726.634114193275,53.79,1,0.33899545632891714
1304104,49.27,731.5427,88.29,181.0,19599.0,16225.827848359613,59.27,1,0.33899545632891714
1304203,41.26,728.2051,,623.0,73669.0,21983.697348952748,44.5,1,0.33899545632891714
1304237,45.93,729.6432,76.27,286.0,19247.0,11149.89348989453,56.94,1,0.33899545632891714
1304260,13.39,706.0817,80.0,108.0,14431.0,18380.292426027303,28.14,1,0.33899545632891714
1304302,57.02,740.699,87.37,173.0,18631.0,13125.811819011324,64.52,1,0.33899545632891714
1304401,48.58,741.908,,172.0,23945.0,12410.649404886195,52.79,1,0.33899545632891714
1500107,39.73,725.5913,83.81,1222.0,158188.0,15431.58773105419,52.46,1,0.33899545632891714
1500131,59.81,745.661,79.83,95.0,6136.0,21361.962190352024,66.38,1,0.33899545632891714
1500206,39.02,721.9432,74.2,463.0,59023.0,35773.630618572424,51.93,1,0.33899545632891714
1500305,30.81,713.5658,72.68,447.0,37765.0,17623.646233284788,45.47,1,0.33899545632891714
1500347,27.76,710.0652,70.48,191.0,18080.0,57921.79203539823,42.87,1,0.33899545632891714
1500404,36.41,718.6268,83.24,740.0,69377.0,22753.708001210773,49.94,1,0.33899545632891714
1500503,30.68,715.573,76.67,401.0,34280.0,17323.424737456244,45.36,1,0.33899545632891714
1500602,46.67,730.5344,78.24,1442.0,126279.0,30788.127875577095,57.46,1,0.33899545632891714
1500701,26.81,714.0325,80.41,316.0,28011.0,13239.013244796688,42.04,1,0.33899545632891714
1500800,59.04,743.5709,80.91,3128.0,478778.0,23964.96288467724,65.86,1,0.33899545632891714
1500859,48.76,740.4548,83.37,401.0,31850.0,22480.345368916798,58.92,1,0.33899545632891714
1500909,38.56,724.8602,87.82,548.0,44573.0,10996.724474457633,51.58,1,0.33899545632891714
1500958,33.96,723.095,84.65,193.0,23774.0,16421.93152183057,48.03,1,0.33899545632891714
1501006,57.23,744.0101,91.28,136.0,18290.0,12483.160196828869,64.66,1,0.33899545632891714
1501105,46.7,733.3467,86.83,244.0,31892.0,10342.656465571305,57.48,1,0.33899545632891714
1501204,27.52,717.4037,71.1,337.0,51641.0,15479.231618287795,42.66,1,0.33899545632891714
1501253,61.11,743.6668,,36.0,4031.0,38202.679235921605,53.57,1,0.33899545632891714
1501303,46.55,728.2796,77.99,1336.0,126650.0,72562.43979470982,57.38,1,0.33899545632891714
1501402,48.22,730.4555,74.16,4394.0,1303403.0,31100.17546376677,58.55,1,0.33899545632891714
1501451,60.62,748.3917,87.92,233.0,18099.0,19495.220730427092,66.91,0,0.33899545632891714
1501501,60.59,745.4639,89.83,874.0,63567.0,52513.804332436644,66.89,0,0.33899545632891714
1501576,58.11,739.5691,81.68,156.0,18005.0,18715.579005831714,65.25,1,0.33899545632891714
1501600,37.01,730.7535,73.24,104.0,12622.0,11666.772302329266,50.41,1,0.33899545632891714
1501709,42.72,732.3207,80.92,1289.0,123082.0,16065.143562828034,54.65,1,0.33899545632891714
1501725,73.21,758.3553,85.0,187.0,24718.0,20935.4316692289,75.29,0,0.33899545632891714
1501758,61.58,751.5456,91.23,104.0,6783.0,21114.69851098334,67.55,0,0.33899545632891714
1501782,31.24,718.2669,82.78,548.0,45712.0,17549.461848092404,45.82,1,0.33899545632891714
1501808,44.0,730.2004,77.85,805.0,106968.0,14165.451349936428,55.57,1,0.33899545632891714
1501907,51.4,735.7179,85.71,216.0,24383.0,28229.50416273633,60.73,1,0.33899545632891714
1501956,47.73,733.0826,81.08,150.0,19630.0,12119.612837493632,58.2,1,0.33899545632891714
1502004,52.11,737.114,85.77,205.0,23981.0,14790.959509611776,61.22,1,0.33899545632891714
1502103,40.41,726.6077,79.1,1154.0,134184.0,14171.23502056877,52.96,1,0.33899545632891714
1502152,62.1,746.2473,78.23,1186.0,77079.0,215643.17129179157,67.89,0,0.33899545632891714
1502202,62.0,744.7912,86.54,733.0,70394.0,26753.444895871806,67.83,1,0.33899545632891714
1502301,50.98,732.8491,87.11,473.0,56506.0,15929.883552189147,60.45,1,0.33899545632891714
1502400,38.09,723.3822,,1771.0,192256.0,32862.90674933422,41.06,1,0.33899545632891714
1502509,44.8,729.125,71.0,142.0,20757.0,15955.581249698896,56.14,1,0.33899545632891714
1502608,54.39,739.2356,80.9,72.0,12868.0,10583.929126515388,62.76,1,0.33899545632891714
1502707,38.67,729.7634,79.6,402.0,44617.0,22083.42111751126,51.67,1,0.33899545632891714
1502756,40.62,728.9649,83.61,250.0,26881.0,19375.469662586962,53.12,1,0.33899545632891714
1502764,50.13,740.7593,76.39,178.0,14036.0,34128.81162724423,59.86,1,0.33899545632891714
1502772,50.76,737.8854,83.19,297.0,19950.0,36982.75689223058,60.3,1,0.33899545632891714
1502806,25.06,709.5851,79.49,597.0,33903.0,11704.922868182755,40.46,1,0.33899545632891714
1502855,37.54,727.9161,92.71,178.0,14117.0,13612.52390734575,50.81,1,0.33899545632891714
1502905,30.81,714.5319,78.1,246.0,41262.0,11765.256167902673,45.47,1,0.33899545632891714
1502939,59.32,743.885,89.39,497.0,58484.0,22782.932083988784,66.05,1,0.33899545632891714
1502954,52.88,735.6352,74.94,293.0,28192.0,26108.967082860385,61.74,1,0.33899545632891714
1503002,51.05,730.7146,91.8,112.0,8728.0,11692.483959670028,60.49,1,0.33899545632891714
1503044,47.77,730.7781,83.89,250.0,17898.0,36709.40887249972,58.23,1,0.33899545632891714
1503077,37.96,727.6464,78.44,291.0,24703.0,17279.156377767882,51.13,1,0.33899545632891714
1503093,46.05,733.0481,74.63,303.0,26362.0,22601.130414991276,57.03,1,0.33899545632891714
1503101,25.73,719.7849,,446.0,31786.0,15399.767193103882,,1,0.33899545632891714
1503200,32.77,720.7214,78.88,295.0,35797.0,16741.23529904741,47.07,1,0.33899545632891714
1503309,36.72,721.1579,79.52,532.0,64831.0,15763.230553284693,50.18,1,0.33899545632891714
1503408,21.83,708.3992,84.38,135.0,10325.0,22327.3607748184,37.4,1,0.33899545632891714
1503457,39.7,722.0734,74.28,335.0,30329.0,20202.017870684824,52.44,1,0.33899545632891714
1503507,45.28,728.0186,79.49,155.0,30955.0,12202.713616540139,56.48,1,0.33899545632891714
1503606,61.0,742.6222,82.43,1966.0,123314.0,30864.459834244288,67.16,1,0.33899545632891714
1503705,42.67,724.5942,80.96,506.0,49754.0,19692.72822285645,54.62,1,0.33899545632891714
1503754,36.03,724.9804,,213.0,24042.0,30464.10448381998,33.52,1,0.33899545632891714
1503804,40.47,724.1506,86.26,521.0,37707.0,21222.50510515289,53.01,1,0.33899545632891714
1503903,49.15,738.6916,88.69,737.0,50881.0,23286.531318173777,59.19,1,0.33899545632891714
1504000,47.64,734.1187,78.18,301.0,29569.0,20358.855558185936,58.14,1,0.33899545632891714
1504059,45.48,733.5236,75.32,296.0,34353.0,14217.098943323728,56.63,1,0.33899545632891714
1504109,54.01,740.0004,83.58,56.0,8115.0,15015.526802218117,62.5,1,0.33899545632891714
1504208,51.46,735.9413,78.36,3186.0,266533.0,36576.952947665006,60.77,1,0.33899545632891714
1504307,68.07,749.6762,78.57,187.0,25971.0,13930.383889723153,71.85,0,0.33899545632891714
1504406,28.74,711.6974,81.51,216.0,26573.0,12566.928837541864,43.72,1,0.33899545632891714
1504422,57.34,740.0624,79.2,1519.0,111785.0,24873.838171489915,64.73,1,0.33899545632891714
1504455,48.99,732.0123,80.68,334.0,27094.0,42093.04643094412,59.08,1,0.33899545632891714
1504505,38.0,726.1825,74.24,366.0,27881.0,12463.649080018653,51.16,1,0.33899545632891714
1504604,31.97,718.478,81.97,300.0,27198.0,17661.592764173834,46.42,1,0.33899545632891714
1504703,32.11,718.0022,83.65,752.0,84094.0,25641.222917211693,46.54,1,0.33899545632891714
1504752,55.19,740.0116,83.26,189.0,23501.0,19456.66141866304,63.3,1,0.33899545632891714
1504802,53.95,738.4221,82.06,750.0,60012.0,20451.22642138239,62.46,1,0.33899545632891714
1504901,36.17,722.9622,87.5,532.0,45368.0,10235.716804796333,49.76,1,0.33899545632891714
1504950,35.64,722.2746,75.18,209.0,20478.0,16335.188983299153,49.35,1,0.33899545632891714
1504976,44.35,727.8242,81.3,200.0,13955.0,16563.59727696166,55.82,1,0.33899545632891714
1505007,50.32,732.5712,87.26,137.0,12806.0,14452.36607840075,59.99,1,0.33899545632891714
1505031,61.43,743.053,76.29,457.0,33638.0,45812.71181401986,67.45,1,0.33899545632891714
1505064,55.6,736.802,84.26,776.0,60732.0,23157.47875913851,63.57,1,0.33899545632891714
1505106,48.83,733.3326,86.78,361.0,52229.0,17652.68337513642,58.97,1,0.33899545632891714
1505205,18.54,704.9214,83.66,507.0,33844.0,15837.135090414844,34.05,1,0.33899545632891714
1505304,34.52,720.7808,74.67,687.0,68294.0,25469.47023164553,48.47,1,0.33899545632891714
1505403,48.52,730.4391,84.74,161.0,17855.0,15630.411649397929,58.75,1,0.33899545632891714
1505437,48.68,731.5181,76.47,416.0,32467.0,32433.36310715496,58.86,1,0.33899545632891714
1505486,37.32,724.8392,75.38,444.0,41097.0,27114.5825729372,50.64,1,0.33899545632891714
1505494,33.8,722.6628,91.18,93.0,6885.0,18531.880900508353,47.9,1,0.33899545632891714
1505502,62.45,745.2011,83.27,1453.0,105550.0,50294.69445760303,68.12,1,0.33899545632891714
1505536,54.32,736.3784,72.97,3161.0,267836.0,98646.43662539763,62.71,1,0.33899545632891714
1505551,50.65,737.0823,78.95,75.0,6931.0,22149.906218438897,60.22,1,0.33899545632891714
1505601,53.76,738.2552,91.78,67.0,8285.0,12149.305974652989,62.33,1,0.33899545632891714
1505635,58.29,743.1202,80.7,138.0,12832.0,28186.56483790524,65.37,1,0.33899545632891714
1505650,42.57,734.8443,,200.0,18668.0,26323.226912363403,60.41,1,0.33899545632891714
1505700,38.7,725.581,83.25,174.0,24984.0,12543.707973102786,51.69,1,0.33899545632891714
1505809,43.69,727.4439,76.63,610.0,62503.0,18455.754123802053,55.35,1,0.33899545632891714
1505908,72.52,759.0458,92.89,470.0,40597.0,12492.9674606498,74.82,0,0.33899545632891714
1506005,57.34,744.084,87.03,510.0,35577.0,15428.113668943419,64.73,1,0.33899545632891714
1506104,48.96,736.6473,90.32,140.0,10851.0,51981.937148649886,59.06,1,0.33899545632891714
1506112,48.89,736.0512,90.24,148.0,11524.0,12767.181534189516,59.01,1,0.33899545632891714
1506138,55.06,741.132,86.87,1184.0,85597.0,43012.09154526444,63.21,1,0.33899545632891714
1506161,41.79,730.0709,82.9,223.0,18384.0,54795.63751087903,53.98,1,0.33899545632891714
1506187,60.17,741.1775,83.3,414.0,53143.0,20383.47477560544,66.61,1,0.33899545632891714
1506195,57.97,741.2566,87.71,357.0,35769.0,16929.575889736923,65.15,1,0.33899545632891714
1506203,43.26,730.7212,88.93,538.0,44772.0,17919.39158402573,55.04,1,0.33899545632891714
1506302,51.95,735.4289,85.95,263.0,24129.0,11218.782378051308,61.11,1,0.33899545632891714
1506351,37.63,723.3982,85.27,249.0,21087.0,14235.5005453597,50.88,1,0.33899545632891714
1506401,49.87,738.79,90.99,101.0,7445.0,15479.516453995973,59.69,1,0.33899545632891714
1506500,40.8,728.3112,78.68,668.0,73019.0,25036.565825333135,53.25,1,0.33899545632891714
1506559,56.45,742.3848,76.04,146.0,20370.0,12683.357879234169,64.14,1,0.33899545632891714
1506583,53.64,741.9881,83.39,251.0,16548.0,57009.06453952138,62.25,1,0.33899545632891714
1506609,39.55,730.1981,,173.0,24624.0,23151.43762183236,47.15,1,0.33899545632891714
1506708,54.53,741.9987,81.08,527.0,32413.0,61032.733779656315,62.85,1,0.33899545632891714
1506807,54.92,738.9022,81.79,4298.0,331942.0,26154.777039362296,63.11,1,0.33899545632891714
1506906,52.16,738.8086,90.38,47.0,6116.0,13279.431000654024,61.25,1,0.33899545632891714
1507003,25.72,715.0566,80.85,287.0,27461.0,25027.89410436619,41.06,1,0.33899545632891714
1507102,33.37,723.1439,74.05,137.0,16666.0,14510.32041281651,47.56,1,0.33899545632891714
1507151,46.05,739.2959,79.26,214.0,21092.0,23232.93191731462,57.03,1,0.33899545632891714
1507201,30.82,723.5574,80.98,132.0,30599.0,21375.82927546652,45.48,1,0.33899545632891714
1507300,39.67,727.6074,,751.0,65418.0,35953.62132746339,39.2,1,0.33899545632891714
1507409,37.02,723.5517,79.23,103.0,14894.0,24156.7073989526,50.41,1,0.33899545632891714
1507458,46.49,733.342,87.19,381.0,24255.0,42408.781694495985,57.34,1,0.33899545632891714
1507466,36.81,715.0088,,27.0,4430.0,17897.742663656885,,1,0.33899545632891714
1507474,29.84,721.319,81.7,183.0,20689.0,11256.126444004061,44.66,1,0.33899545632891714
1507508,33.62,718.1939,84.85,196.0,13664.0,17234.704332552694,47.76,1,0.33899545632891714
1507607,38.69,726.3018,82.21,596.0,52894.0,21412.2206677506,51.68,1,0.33899545632891714
1507706,48.08,735.7811,88.78,364.0,25643.0,12079.046913387667,58.45,1,0.33899545632891714
1507755,79.88,768.0657,83.93,94.0,5847.0,29536.514451855648,79.91,0,0.33899545632891714
1507805,33.22,720.8878,82.19,323.0,22576.0,15115.343727852589,47.44,1,0.33899545632891714
1507904,62.77,744.216,88.68,431.0,24204.0,13995.53792761527,68.33,0,0.33899545632891714
1507953,37.67,722.3685,82.1,1055.0,72493.0,27913.977901314607,50.91,1,0.33899545632891714
1507961,41.96,734.006,78.81,93.0,10400.0,11031.826923076924,54.1,1,0.33899545632891714
1507979,70.72,751.8977,89.78,325.0,18782.0,31431.1042487488,73.61,0,0.33899545632891714
1508001,48.0,734.0456,86.06,1130.0,67585.0,25841.281349411853,58.39,1,0.33899545632891714
1508035,48.47,738.5594,80.0,176.0,28595.0,13696.030774610947,58.72,1,0.33899545632891714
1508050,70.84,753.481,78.43,200.0,15242.0,29822.7266762892,73.69,0,0.33899545632891714
1508084,58.8,743.2494,82.49,504.0,39550.0,34081.390644753475,65.7,1,0.33899545632891714
1508100,37.28,721.3741,82.22,1244.0,91306.0,59767.24421177141,50.61,1,0.33899545632891714
1508126,61.76,743.7449,90.15,357.0,37972.0,61737.201095544086,67.67,0,0.33899545632891714
1508159,65.52,751.7016,77.41,466.0,43558.0,24284.7238165205,70.15,0,0.33899545632891714
1508209,29.77,715.4434,76.89,416.0,50832.0,11845.707428391564,44.6,1,0.33899545632891714
1508308,34.28,723.8932,83.56,681.0,58692.0,14818.186464935596,48.28,1,0.33899545632891714
1508357,60.62,750.8528,90.29,279.0,15607.0,255464.6632921125,66.91,0,0.33899545632891714
1508407,49.86,736.1326,77.99,599.0,52893.0,43892.102924772655,59.68,1,0.33899545632891714
1600055,32.92,723.3755,89.47,68.0,4673.0,27079.820243954633,47.19,1,0.33899545632891714
1600105,31.2,722.6519,93.62,132.0,7943.0,27577.11192244744,45.79,1,0.33899545632891714
1600154,66.25,755.2828,87.68,178.0,12847.0,29254.06709737682,70.64,0,0.33899545632891714
1600204,35.05,729.1866,92.63,176.0,10612.0,27836.50584244252,48.89,1,0.33899545632891714
1600212,47.0,741.5204,93.0,93.0,4461.0,25859.448554135844,57.7,1,0.33899545632891714
1600238,73.43,770.5951,93.6,161.0,6666.0,83706.8706870687,75.44,0,0.33899545632891714
1600253,50.48,742.7079,95.24,80.0,5599.0,23704.768708697986,60.1,1,0.33899545632891714
1600279,39.29,729.7938,94.48,582.0,35114.0,38025.43145184257,52.13,1,0.33899545632891714
1600303,43.33,734.2328,90.43,4008.0,442933.0,41701.24601237659,55.09,1,0.33899545632891714
1600402,29.38,723.3143,92.63,402.0,21924.0,26617.086298120787,44.27,1,0.33899545632891714
1600501,26.09,711.1884,79.8,395.0,27482.0,29850.95699002984,41.39,1,0.33899545632891714
